Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-11-19,Adelaide,10.7,24.3,0.4,5.4,13.0,ESE,39.0,ESE,ENE,19.0,9.0,45.0,29.0,1024.7,1021.7,4.45,4.51,14.9,23.0,No,No
2010-10-29,Adelaide,21.0,23.6,0.0,9.2,0.1,WSW,44.0,N,WNW,11.0,7.0,35.0,91.0,1005.7,1005.3,4.45,4.51,23.1,19.5,No,Yes
2010-10-30,Adelaide,11.4,17.4,9.6,5.47,4.6,SSE,54.0,S,SSE,13.0,22.0,74.0,61.0,1012.2,1011.9,4.45,4.51,14.6,16.1,Yes,No
2010-10-31,Adelaide,9.3,16.1,0.4,5.0,9.4,WSW,50.0,SW,SW,13.0,20.0,64.0,35.0,1019.4,1019.5,4.45,4.51,12.5,15.0,No,Yes
2010-11-01,Adelaide,5.3,18.0,2.4,4.2,10.1,WNW,28.0,NNE,SW,4.0,13.0,60.0,39.0,1023.2,1021.2,4.45,4.51,11.3,16.6,Yes,No
2010-11-02,Adelaide,11.2,19.5,0.2,3.8,11.2,SW,37.0,WSW,WSW,13.0,19.0,66.0,49.0,1022.7,1022.0,4.45,4.51,14.9,18.7,No,No
2010-11-03,Adelaide,11.7,15.8,0.0,5.2,0.1,SW,31.0,S,WSW,9.0,19.0,50.0,67.0,1025.4,1024.4,4.45,4.51,14.5,14.1,No,No
2010-11-04,Adelaide,10.7,18.7,0.0,2.0,10.5,SE,35.0,SSE,ESE,15.0,17.0,48.0,33.0,1026.5,1023.0,4.45,4.51,13.2,17.5,No,No
2010-11-05,Adelaide,11.0,22.8,0.0,6.0,12.8,ESE,39.0,E,E,13.0,9.0,41.0,26.0,1021.7,1017.2,4.45,4.51,15.9,21.1,No,No
2010-11-06,Adelaide,14.2,27.9,0.0,5.47,8.2,NNE,43.0,NE,WNW,17.0,11.0,31.0,18.0,1014.9,1012.2,4.45,4.51,21.0,27.4,No,No
2010-11-07,Adelaide,14.4,21.0,0.4,5.47,7.6,W,33.0,WSW,W,13.0,20.0,83.0,44.0,1012.2,1011.7,4.45,4.51,15.9,20.7,No,No
2010-11-08,Adelaide,13.7,23.1,0.0,16.0,12.2,W,31.0,WNW,WNW,13.0,17.0,61.0,38.0,1016.0,1016.3,4.45,4.51,17.2,22.5,No,No
2010-11-09,Adelaide,11.1,29.9,0.0,5.4,10.9,NNE,31.0,WNW,WSW,6.0,11.0,48.0,28.0,1022.6,1018.1,4.45,4.51,19.0,27.2,No,No
2010-11-10,Adelaide,16.5,27.6,0.0,5.8,5.1,SE,30.0,NE,NNE,6.0,11.0,29.0,39.0,1016.7,1014.6,4.45,4.51,23.7,25.1,No,No
2010-11-11,Adelaide,15.2,32.1,0.0,3.4,5.0,W,28.0,ENE,NNW,4.0,6.0,51.0,31.0,1010.0,1005.5,4.45,4.51,21.6,30.2,No,No
2010-11-12,Adelaide,21.6,22.2,0.0,5.8,1.0,N,37.0,WNW,SW,15.0,9.0,63.0,75.0,1006.7,1008.2,4.45,4.51,22.2,18.2,No,Yes
2010-11-13,Adelaide,14.7,17.8,2.2,5.47,0.0,ESE,31.0,SE,SW,9.0,6.0,71.0,75.0,1013.9,1013.1,4.45,4.51,16.0,16.5,Yes,No
2010-11-14,Adelaide,12.5,22.6,0.8,5.47,9.7,SW,37.0,SSE,SW,13.0,20.0,60.0,47.0,1018.5,1016.9,4.45,4.51,17.2,20.9,No,No
2010-11-15,Adelaide,12.7,22.7,0.0,9.6,8.0,SSW,39.0,N,SW,7.0,17.0,51.0,47.0,1017.9,1016.0,4.45,4.51,16.6,20.3,No,No
2010-11-16,Adelaide,9.9,20.8,0.0,5.0,9.5,SW,35.0,NE,SSW,6.0,19.0,55.0,45.0,1018.4,1016.7,4.45,4.51,16.1,18.4,No,No
2010-11-17,Adelaide,8.7,21.4,0.0,4.8,13.2,WSW,30.0,WNW,SW,6.0,13.0,51.0,36.0,1020.5,1018.2,4.45,4.51,15.3,20.2,No,No
2010-11-18,Adelaide,13.2,21.2,1.0,5.4,6.9,WSW,39.0,WSW,SW,15.0,19.0,74.0,48.0,1019.9,1019.7,4.45,4.51,16.6,20.3,No,No
2010-11-20,Adelaide,11.6,29.0,0.0,5.47,13.1,WSW,28.0,WSW,WSW,6.0,17.0,46.0,23.0,1022.9,1020.1,4.45,4.51,19.4,27.5,No,No
2011-03-25,Adelaide,14.1,20.8,0.6,2.2,7.1,SSE,33.0,S,SSE,9.0,15.0,72.0,43.0,1021.5,1022.5,4.45,4.51,16.4,20.2,No,No
2010-09-21,Adelaide,10.0,18.0,0.0,1.4,6.5,SSE,31.0,SSE,SE,11.0,19.0,68.0,60.0,1030.7,1028.4,4.45,4.51,13.7,16.0,No,No
2011-03-27,Adelaide,14.0,21.8,0.0,5.47,6.3,SE,28.0,E,NW,11.0,7.0,73.0,52.0,1027.5,1024.5,4.45,4.51,14.2,20.2,No,No
2011-08-30,Adelaide,5.6,15.1,0.0,2.8,6.6,WSW,26.0,NNW,SW,2.0,13.0,66.0,57.0,1027.8,1026.0,4.45,4.51,11.5,13.8,No,No
2011-08-31,Adelaide,6.0,19.5,0.0,1.6,10.3,ESE,33.0,NE,N,9.0,6.0,53.0,34.0,1026.7,1023.6,4.45,4.51,13.1,18.7,No,No
2011-09-01,Adelaide,11.3,21.6,0.0,2.6,10.9,ENE,31.0,NE,NNE,13.0,11.0,42.0,27.0,1025.3,1022.2,4.45,4.51,16.3,20.7,No,No
2011-09-02,Adelaide,14.2,24.9,0.0,3.8,10.5,NNE,41.0,NE,NE,19.0,24.0,32.0,23.0,1022.0,1017.8,4.45,4.51,18.7,24.3,No,No
2011-09-03,Adelaide,18.7,27.4,0.0,5.47,2.7,N,56.0,NE,N,20.0,17.0,19.0,17.0,1014.1,1010.3,4.45,4.51,21.3,26.0,No,Yes
2011-09-04,Adelaide,10.4,18.5,2.0,5.47,9.5,WSW,37.0,WSW,W,4.0,15.0,81.0,42.0,1023.3,1021.9,4.45,4.51,13.0,18.0,Yes,No
2011-09-05,Adelaide,6.3,20.6,0.0,13.0,10.8,NW,37.0,NNE,NW,13.0,19.0,54.0,33.0,1023.0,1017.4,4.45,4.51,14.6,20.3,No,Yes
2011-09-06,Adelaide,8.1,15.8,1.8,3.6,8.9,WSW,48.0,SW,W,20.0,17.0,47.0,52.0,1020.1,1019.5,4.45,4.51,12.0,14.5,Yes,Yes
2011-09-07,Adelaide,7.5,17.4,2.8,2.0,8.7,ESE,39.0,N,SW,11.0,9.0,66.0,39.0,1020.8,1018.5,4.45,4.51,11.9,15.9,Yes,No
2011-09-08,Adelaide,11.4,17.3,0.0,2.6,4.3,ESE,43.0,ESE,S,9.0,7.0,48.0,50.0,1022.5,1020.9,4.45,4.51,13.9,15.6,No,Yes
2011-09-09,Adelaide,7.5,14.8,3.0,1.6,7.6,SSW,54.0,SSW,S,15.0,17.0,62.0,70.0,1025.5,1025.6,4.45,4.51,13.1,12.7,Yes,Yes
2011-09-10,Adelaide,10.5,14.3,1.6,5.47,3.1,WSW,41.0,SW,SW,17.0,20.0,59.0,69.0,1027.6,1024.5,4.45,4.51,12.7,13.8,Yes,Yes
2011-09-11,Adelaide,7.6,15.7,2.8,5.47,6.3,SW,33.0,SSW,SW,11.0,15.0,75.0,72.0,1025.4,1024.6,4.45,4.51,13.0,14.3,Yes,No
2011-09-12,Adelaide,5.0,16.3,0.8,4.4,5.4,WSW,28.0,WSW,SW,4.0,11.0,64.0,50.0,1029.5,1027.2,4.45,4.51,11.5,15.4,No,No
2011-09-13,Adelaide,5.2,21.9,0.0,2.0,10.6,NNW,43.0,N,WNW,17.0,26.0,55.0,30.0,1026.0,1021.3,4.45,4.51,13.9,21.4,No,No
2011-09-14,Adelaide,10.3,17.6,0.0,3.6,8.4,WSW,33.0,SSW,SW,13.0,15.0,65.0,40.0,1024.3,1023.8,4.45,4.51,14.8,17.3,No,No
2011-09-15,Adelaide,7.0,25.0,0.0,2.8,8.9,NW,20.0,N,NW,0.0,11.0,53.0,23.0,1023.1,1018.3,4.45,4.51,15.8,24.8,No,No
2011-09-16,Adelaide,11.1,24.3,0.0,3.0,7.6,NNE,17.0,N,NW,7.0,7.0,54.0,41.0,1018.1,1015.3,4.45,4.51,16.8,23.4,No,No
2011-09-17,Adelaide,12.7,30.5,0.0,5.47,10.0,NW,63.0,N,WSW,20.0,24.0,10.0,25.0,1009.9,1007.8,4.45,4.51,23.1,25.6,No,No
2011-09-18,Adelaide,9.3,26.0,0.0,5.47,10.7,NNE,30.0,NNW,NNE,11.0,13.0,69.0,32.0,1018.8,1013.5,4.45,4.51,15.3,23.1,No,No
2011-09-19,Adelaide,15.2,25.1,0.0,14.6,1.4,NNW,61.0,NNE,W,19.0,28.0,14.0,69.0,1000.4,1005.0,4.45,4.51,24.5,16.2,No,Yes
2011-08-29,Adelaide,11.9,16.4,0.4,6.6,8.0,W,39.0,SSW,SW,9.0,19.0,67.0,39.0,1022.6,1022.7,4.45,4.51,13.6,15.5,No,No
2011-09-20,Adelaide,10.2,17.8,4.8,2.0,8.0,W,44.0,WSW,W,20.0,15.0,67.0,51.0,1015.8,1017.1,4.45,4.51,13.6,16.9,Yes,Yes
2011-08-28,Adelaide,5.4,18.5,2.36,5.47,10.1,NW,37.0,N,NW,9.0,20.0,63.0,46.0,1021.8,1017.7,4.45,4.51,12.5,17.2,No,No
2011-08-26,Adelaide,6.6,17.4,0.0,3.0,7.61,W,26.0,N,W,7.0,15.0,66.0,37.0,1026.7,1023.3,4.45,4.51,12.4,16.4,No,No
2011-08-05,Adelaide,9.5,16.0,15.4,0.8,8.5,NNW,41.0,N,NNW,13.0,20.0,82.0,58.0,1016.9,1014.8,4.45,4.51,11.1,15.2,Yes,Yes
2011-08-06,Adelaide,7.6,15.3,3.8,5.47,6.3,N,41.0,N,NW,15.0,17.0,77.0,57.0,1015.7,1012.9,4.45,4.51,10.6,14.6,Yes,Yes
2011-08-07,Adelaide,9.3,14.3,7.8,5.47,5.1,WSW,37.0,SE,WSW,4.0,20.0,95.0,72.0,1015.4,1014.2,4.45,4.51,10.5,14.0,Yes,Yes
2011-08-08,Adelaide,9.3,14.4,6.2,4.6,7.7,WSW,48.0,SW,WSW,19.0,22.0,92.0,66.0,1015.9,1014.8,4.45,4.51,11.7,13.4,Yes,Yes
2011-08-09,Adelaide,10.4,15.0,7.8,1.6,4.0,W,31.0,SW,WNW,9.0,15.0,95.0,63.0,1014.1,1010.9,4.45,4.51,11.0,14.0,Yes,Yes
2011-08-10,Adelaide,7.2,16.6,4.4,1.0,4.2,S,31.0,N,S,4.0,13.0,95.0,59.0,1010.2,1008.7,4.45,4.51,9.5,16.1,Yes,Yes
2011-08-11,Adelaide,9.5,17.5,8.4,1.4,9.0,SSE,30.0,SSE,SE,7.0,13.0,74.0,47.0,1018.3,1017.0,4.45,4.51,13.2,17.3,Yes,No
2011-08-12,Adelaide,6.4,18.1,0.0,1.8,5.1,SW,20.0,N,WSW,0.0,11.0,82.0,50.0,1021.7,1020.4,4.45,4.51,10.5,16.2,No,No
2011-08-13,Adelaide,8.9,19.0,2.36,5.47,5.9,NW,24.0,N,SW,0.0,6.0,79.0,53.0,1022.5,1020.2,4.45,4.51,12.2,17.8,No,No
2011-08-14,Adelaide,6.6,20.7,2.36,5.47,8.8,N,30.0,N,N,6.0,15.0,70.0,43.0,1024.2,1020.3,4.45,4.51,13.3,20.6,No,No
2011-08-15,Adelaide,13.3,16.2,0.4,4.8,0.2,N,35.0,N,NNW,9.0,15.0,66.0,66.0,1018.5,1016.0,4.45,4.51,14.5,15.8,No,Yes
2011-08-16,Adelaide,12.2,17.9,5.6,0.6,0.0,N,50.0,NE,NE,9.0,22.0,89.0,58.0,1011.3,1002.1,4.45,4.51,14.0,16.9,Yes,Yes
2011-08-17,Adelaide,9.6,14.6,22.6,5.47,6.5,SW,52.0,W,SW,15.0,26.0,87.0,45.0,1006.6,1009.2,4.45,4.51,10.3,14.1,Yes,Yes
2011-08-18,Adelaide,9.3,16.0,2.2,1.2,5.0,WSW,46.0,WSW,WSW,20.0,24.0,72.0,72.0,1018.8,1019.2,4.45,4.51,13.4,15.4,Yes,Yes
2011-08-19,Adelaide,9.9,17.1,1.4,1.6,7.61,WSW,30.0,S,SW,9.0,13.0,77.0,64.0,1027.0,1026.5,4.45,4.51,13.2,15.1,Yes,No
2011-08-20,Adelaide,10.9,18.1,0.0,5.47,3.6,SW,20.0,NW,SW,6.0,11.0,75.0,58.0,1031.0,1029.3,4.45,4.51,13.9,17.0,No,No
2011-08-21,Adelaide,8.4,21.3,0.0,5.47,8.4,N,31.0,N,N,9.0,9.0,61.0,47.0,1033.4,1031.3,4.45,4.51,16.5,19.7,No,No
2011-08-22,Adelaide,7.7,20.9,0.0,3.6,10.4,N,37.0,NE,NNW,13.0,19.0,36.0,25.0,1035.6,1032.2,4.45,4.51,16.3,20.7,No,No
2011-08-23,Adelaide,10.6,22.8,0.0,3.6,10.7,WNW,33.0,NNE,NW,11.0,19.0,39.0,26.0,1032.2,1028.7,4.45,4.51,17.4,22.3,No,No
2011-08-24,Adelaide,7.7,23.2,0.0,2.4,10.7,NNW,39.0,N,NNW,13.0,19.0,33.0,22.0,1027.0,1022.4,4.45,4.51,17.3,22.9,No,No
2011-08-25,Adelaide,12.7,17.2,0.0,3.6,9.4,W,40.04,W,SW,22.0,17.0,74.0,47.0,1022.0,1023.5,4.45,4.51,15.8,16.7,No,No
2011-08-27,Adelaide,7.0,16.6,2.36,5.47,10.2,NW,24.0,NNE,SW,7.0,11.0,74.0,47.0,1024.6,1022.0,4.45,4.51,11.6,15.9,No,No
2011-08-04,Adelaide,12.5,13.6,6.0,5.0,0.0,NNE,30.0,NNE,E,6.0,11.0,85.0,92.0,1018.1,1015.4,4.45,4.51,13.0,12.9,Yes,Yes
2011-09-21,Adelaide,11.3,22.7,1.6,2.4,8.8,NNW,28.0,N,W,9.0,13.0,76.0,46.0,1022.9,1018.6,4.45,4.51,14.4,21.6,Yes,No
2011-09-23,Adelaide,9.7,14.9,0.0,6.0,2.4,SW,35.0,SSE,S,13.0,9.0,40.0,47.0,1024.3,1022.8,4.45,4.51,14.1,13.9,No,No
2011-10-19,Adelaide,18.7,34.5,0.0,7.4,11.4,NNW,54.0,NNE,NW,13.0,20.0,27.0,11.0,1019.5,1016.4,4.45,4.51,27.3,33.7,No,No
2011-10-20,Adelaide,22.1,25.3,0.0,7.8,1.2,WNW,48.0,N,SSW,9.0,13.0,43.0,70.0,1018.9,1021.0,4.45,4.51,24.4,19.7,No,Yes
2011-10-21,Adelaide,15.8,21.9,8.2,1.8,0.7,NE,22.0,ESE,NE,7.0,9.0,76.0,68.0,1023.8,1021.7,4.45,4.51,16.6,19.7,Yes,No
2011-10-22,Adelaide,16.3,26.0,0.0,5.47,10.5,W,22.0,SW,WSW,2.0,15.0,74.0,48.0,1022.0,1019.2,4.45,4.51,18.7,25.4,No,No
2011-10-23,Adelaide,16.7,31.8,0.0,5.47,4.4,NNW,31.0,WSW,S,2.0,6.0,69.0,47.0,1016.0,1011.6,4.45,4.51,21.9,25.9,No,No
2011-10-24,Adelaide,19.0,22.5,0.2,10.0,1.7,SE,54.0,SSW,SE,11.0,17.0,66.0,65.0,1008.9,1010.9,4.45,4.51,22.1,16.8,No,No
2011-10-25,Adelaide,9.8,19.1,0.0,4.2,12.4,SE,50.0,SE,SSE,22.0,15.0,48.0,32.0,1019.6,1018.4,4.45,4.51,12.6,18.4,No,No
2011-10-26,Adelaide,10.7,20.7,0.0,3.6,10.9,ESE,46.0,S,SW,6.0,13.0,54.0,42.0,1021.4,1019.1,4.45,4.51,13.9,19.2,No,No
2011-10-27,Adelaide,9.8,27.6,0.0,1.0,10.1,W,28.0,NE,NW,11.0,11.0,44.0,25.0,1017.2,1013.5,4.45,4.51,18.3,25.6,No,No
2011-10-28,Adelaide,18.3,24.8,0.0,5.4,1.4,SW,35.0,NNW,SSW,9.0,9.0,54.0,91.0,1009.4,1009.9,4.45,4.51,22.7,18.7,No,Yes
2011-10-29,Adelaide,12.1,19.2,15.0,5.47,11.1,WSW,43.0,SW,SW,9.0,20.0,89.0,59.0,1017.4,1018.1,4.45,4.51,13.9,16.8,Yes,No
2011-10-30,Adelaide,11.3,19.5,0.0,5.47,11.5,SSE,43.0,SSE,SSE,13.0,19.0,49.0,38.0,1025.4,1023.9,4.45,4.51,14.0,18.9,No,No
2011-11-01,Adelaide,8.1,21.9,0.0,4.4,12.6,WSW,35.0,S,WSW,6.0,17.0,57.0,46.0,1025.4,1022.2,4.45,4.51,14.1,20.3,No,No
2011-11-02,Adelaide,9.3,21.2,0.0,5.0,12.6,W,41.0,S,SW,7.0,22.0,59.0,51.0,1021.4,1019.0,4.45,4.51,16.3,20.4,No,No
2011-11-03,Adelaide,13.3,24.2,0.0,5.4,7.5,SSE,30.0,E,ESE,2.0,11.0,68.0,47.0,1019.8,1017.5,4.45,4.51,16.0,23.0,No,No
2011-11-04,Adelaide,11.5,32.2,0.0,3.8,11.8,ENE,26.0,N,ESE,6.0,7.0,54.0,18.0,1018.4,1013.6,4.45,4.51,18.9,30.0,No,No
2011-11-05,Adelaide,18.0,34.8,0.0,5.47,8.3,N,43.0,NNE,WNW,15.0,20.0,23.0,13.0,1010.8,1006.2,4.45,4.51,28.2,33.5,No,No
2011-11-08,Adelaide,18.0,29.5,5.6,4.4,7.4,NW,24.0,N,NW,7.0,13.0,84.0,45.0,1010.6,1007.1,4.45,4.51,20.5,28.5,Yes,No
2011-11-06,Adelaide,17.8,24.0,0.4,5.47,6.2,WNW,26.0,SW,WSW,13.0,9.0,76.0,54.0,1010.8,1010.6,4.45,4.51,18.3,22.6,No,No
2011-03-26,Adelaide,13.4,19.9,0.2,5.47,6.3,SSE,41.0,SSE,SE,11.0,15.0,61.0,48.0,1027.2,1025.3,4.45,4.51,14.6,19.1,No,No
2011-11-07,Adelaide,12.9,33.4,0.0,16.8,6.8,SSW,46.0,NE,SW,19.0,17.0,49.0,27.0,1009.6,1006.7,4.45,4.51,22.5,29.2,No,Yes
2011-10-18,Adelaide,13.2,29.8,0.0,4.8,12.5,NNE,44.0,NE,NNE,19.0,24.0,17.0,9.0,1026.5,1021.5,4.45,4.51,20.9,28.2,No,No
2011-09-22,Adelaide,11.8,28.1,0.0,3.8,10.7,N,67.0,N,NNW,24.0,37.0,27.0,15.0,1013.3,1009.0,4.45,4.51,22.5,28.0,No,No
2011-10-17,Adelaide,8.1,24.1,0.0,10.8,12.3,ENE,28.0,ENE,NNE,17.0,13.0,49.0,28.0,1032.3,1028.2,4.45,4.51,14.9,22.5,No,No
2011-10-15,Adelaide,14.1,20.1,4.2,5.47,8.3,W,57.0,WNW,WSW,24.0,31.0,71.0,37.0,1014.6,1015.6,4.45,4.51,16.4,19.1,Yes,No
2011-09-24,Adelaide,7.6,16.0,0.0,5.47,4.4,SE,31.0,NNW,S,4.0,11.0,48.0,37.0,1024.6,1023.5,4.45,4.51,13.3,15.2,No,No
2011-09-25,Adelaide,7.1,19.3,0.0,5.47,10.0,WSW,30.0,E,WSW,9.0,20.0,42.0,42.0,1025.4,1021.5,4.45,4.51,12.5,16.4,No,No
2011-09-26,Adelaide,8.4,24.0,0.0,7.0,8.5,N,33.0,NE,ENE,17.0,13.0,22.0,18.0,1017.6,1012.0,4.45,4.51,18.8,23.6,No,No
2011-09-27,Adelaide,18.5,31.5,0.0,6.2,10.6,NW,41.0,NNE,WNW,15.0,20.0,16.0,13.0,1006.3,1001.2,4.45,4.51,23.9,29.9,No,Yes
2011-09-28,Adelaide,13.3,21.5,6.2,4.8,5.0,W,61.0,ESE,WNW,9.0,24.0,93.0,46.0,1003.5,997.5,4.45,4.51,13.4,21.0,Yes,Yes
2011-09-29,Adelaide,10.1,17.0,10.8,4.0,8.7,W,61.0,WSW,W,28.0,31.0,59.0,58.0,1005.6,1008.0,4.45,4.51,14.0,15.6,Yes,Yes
2011-09-30,Adelaide,9.8,15.7,8.6,2.8,4.8,SW,52.0,WNW,SW,19.0,24.0,90.0,55.0,1006.3,1005.5,4.45,4.51,10.7,14.0,Yes,Yes
2011-10-01,Adelaide,7.1,17.3,3.6,5.47,10.0,SSW,44.0,SSW,S,19.0,17.0,57.0,45.0,1016.6,1017.3,4.45,4.51,12.9,16.2,Yes,No
2011-10-02,Adelaide,7.1,18.1,0.4,5.47,11.3,ESE,30.0,E,NW,11.0,9.0,51.0,35.0,1023.3,1021.4,4.45,4.51,12.1,17.1,No,No
2011-10-03,Adelaide,10.6,22.2,0.0,5.47,11.4,ESE,28.0,NE,WSW,13.0,9.0,42.0,31.0,1021.5,1018.6,4.45,4.51,16.0,21.8,No,No
2011-10-04,Adelaide,15.9,21.5,0.0,14.2,0.0,ENE,43.0,ENE,NNE,15.0,13.0,32.0,32.0,1016.7,1014.9,4.45,4.51,18.5,20.8,No,Yes
2011-10-05,Adelaide,13.4,17.0,8.6,1.8,0.2,NNE,26.0,NNE,NW,9.0,11.0,93.0,82.0,1013.0,1011.0,4.45,4.51,13.7,16.1,Yes,No
2011-10-06,Adelaide,13.6,19.4,0.8,0.6,3.3,WSW,26.0,SW,SW,9.0,13.0,85.0,69.0,1015.3,1013.7,4.45,4.51,15.7,18.5,No,No
2011-10-07,Adelaide,14.3,18.6,0.0,2.6,5.4,SW,35.0,SW,SW,13.0,19.0,78.0,54.0,1015.1,1013.6,4.45,4.51,15.4,17.9,No,No
2011-10-08,Adelaide,11.5,19.5,0.2,5.47,9.5,W,30.0,WSW,WSW,4.0,13.0,75.0,48.0,1016.7,1015.1,4.45,4.51,14.8,18.5,No,No
2011-10-09,Adelaide,13.3,20.2,0.6,5.47,7.3,WSW,35.0,WSW,SSW,9.0,15.0,79.0,43.0,1015.1,1012.9,4.45,4.51,15.1,19.8,No,No
2011-10-10,Adelaide,9.6,17.4,0.0,9.8,2.7,SW,39.0,SW,WSW,17.0,24.0,49.0,51.0,1015.9,1015.6,4.45,4.51,13.1,16.0,No,No
2011-10-11,Adelaide,11.4,19.3,0.6,2.4,8.9,W,31.0,SW,SSW,13.0,19.0,63.0,47.0,1018.6,1017.1,4.45,4.51,14.4,18.3,No,No
2011-10-12,Adelaide,7.7,19.9,0.0,3.4,11.4,W,30.0,E,WSW,13.0,15.0,56.0,43.0,1021.2,1018.1,4.45,4.51,14.1,19.4,No,No
2011-10-13,Adelaide,12.3,26.7,0.0,4.2,10.3,E,31.0,NNE,NE,11.0,13.0,36.0,22.0,1016.9,1012.8,4.45,4.51,19.2,25.9,No,No
2011-10-14,Adelaide,19.2,22.0,0.0,6.4,2.8,NW,70.0,NW,ESE,24.0,9.0,35.0,81.0,1010.7,1008.2,4.45,4.51,20.8,17.3,No,Yes
2011-10-16,Adelaide,11.5,18.8,0.2,5.47,11.3,SW,41.0,SSW,WSW,11.0,20.0,57.0,41.0,1025.7,1026.7,4.45,4.51,14.7,18.3,No,No
2011-08-03,Adelaide,9.3,24.6,2.36,5.47,6.7,NNW,44.0,NNE,NW,9.0,11.0,48.0,35.0,1013.2,1010.1,4.45,4.51,18.2,23.4,No,Yes
2011-10-31,Adelaide,9.5,20.6,0.0,10.6,10.9,SSE,35.0,N,SE,6.0,15.0,54.0,37.0,1028.7,1025.5,4.45,4.51,13.0,20.1,No,No
2011-08-01,Adelaide,14.2,21.6,0.0,4.0,9.3,NNW,44.0,NNW,W,17.0,13.0,35.0,44.0,1015.7,1014.0,4.45,4.51,17.4,21.5,No,No
2011-05-22,Adelaide,13.4,15.8,9.2,5.47,0.8,SW,74.0,N,NNW,24.0,30.0,79.0,91.0,1004.8,997.6,4.45,4.51,14.4,14.5,Yes,Yes
2011-05-23,Adelaide,12.3,14.5,8.0,6.4,3.0,SW,56.0,SW,SW,17.0,22.0,71.0,72.0,1010.0,1011.3,4.45,4.51,13.9,12.0,Yes,Yes
2011-05-24,Adelaide,10.7,14.6,11.4,1.2,3.6,SSE,44.0,SSW,S,13.0,13.0,63.0,74.0,1018.8,1019.7,4.45,4.51,12.5,12.2,Yes,No
2011-05-25,Adelaide,7.5,14.4,1.0,1.2,2.3,SSE,31.0,N,SSE,0.0,15.0,88.0,62.0,1025.9,1024.2,4.45,4.51,9.9,13.1,No,No
2011-05-26,Adelaide,9.7,15.5,0.6,0.6,3.2,SW,28.0,SW,SW,4.0,7.0,76.0,80.0,1025.9,1024.1,4.45,4.51,12.2,13.9,No,Yes
2011-05-27,Adelaide,11.2,15.5,1.4,0.8,2.3,SSW,22.0,N,WSW,0.0,13.0,87.0,70.0,1025.4,1023.7,4.45,4.51,12.4,14.7,Yes,No
2011-05-28,Adelaide,6.1,15.6,0.6,5.47,3.9,NNW,15.0,N,WSW,0.0,4.0,80.0,59.0,1026.3,1023.8,4.45,4.51,10.8,15.0,No,No
2011-05-29,Adelaide,9.0,16.8,0.0,5.47,7.2,SW,28.0,NNW,SW,7.0,19.0,79.0,71.0,1027.2,1025.5,4.45,4.51,13.0,14.8,No,No
2011-05-30,Adelaide,8.1,16.9,0.0,2.4,7.8,SSE,20.0,NNE,W,2.0,6.0,69.0,52.0,1028.4,1025.9,4.45,4.51,13.0,15.5,No,No
2011-05-31,Adelaide,5.3,15.3,0.0,1.6,3.2,ENE,20.0,NE,NNW,4.0,9.0,72.0,53.0,1025.2,1023.1,4.45,4.51,10.3,15.2,No,No
2011-06-01,Adelaide,3.7,18.8,0.0,0.8,9.0,N,26.0,N,N,6.0,9.0,71.0,40.0,1025.6,1023.5,4.45,4.51,10.4,17.9,No,No
2011-06-02,Adelaide,5.9,20.6,0.0,1.0,7.3,NW,33.0,NE,NW,9.0,13.0,64.0,41.0,1023.0,1018.4,4.45,4.51,13.7,19.4,No,No
2011-06-03,Adelaide,13.6,17.0,0.0,4.4,0.0,WSW,28.0,NNE,W,7.0,11.0,57.0,88.0,1017.8,1015.5,4.45,4.51,14.8,15.7,No,Yes
2011-06-04,Adelaide,10.2,16.6,4.4,5.47,7.2,WSW,26.0,NE,W,6.0,13.0,87.0,51.0,1019.2,1018.4,4.45,4.51,13.0,15.3,Yes,No
2011-06-05,Adelaide,9.7,17.6,2.36,5.47,6.7,WNW,52.0,N,WNW,11.0,24.0,78.0,55.0,1017.6,1015.2,4.45,4.51,11.9,17.2,No,Yes
2011-06-06,Adelaide,10.0,15.4,4.0,2.4,0.0,WNW,22.0,NE,WNW,6.0,13.0,82.0,55.0,1021.3,1019.4,4.45,4.51,10.9,14.4,Yes,No
2011-06-07,Adelaide,9.5,14.8,1.0,0.6,4.2,SW,41.0,SW,SSW,15.0,15.0,70.0,57.0,1021.7,1021.6,4.45,4.51,12.9,13.4,No,Yes
2011-06-08,Adelaide,4.0,14.4,1.4,1.4,7.8,SSE,41.0,NW,SSE,2.0,17.0,80.0,57.0,1028.3,1026.7,4.45,4.51,8.8,13.5,Yes,No
2011-06-09,Adelaide,8.2,13.1,0.2,0.8,2.6,SW,26.0,NE,SW,6.0,19.0,87.0,90.0,1028.6,1026.2,4.45,4.51,10.5,12.0,No,No
2011-06-10,Adelaide,6.5,14.9,0.4,0.4,4.5,SSE,31.0,SE,SSE,2.0,20.0,83.0,66.0,1028.9,1027.7,4.45,4.51,10.4,14.0,No,No
2011-06-11,Adelaide,10.4,13.8,0.0,5.47,2.9,SE,35.0,SE,SE,13.0,19.0,51.0,51.0,1032.1,1030.4,4.45,4.51,11.5,12.9,No,No
